433 points :

0.0,-100.0,-0.0
33.3333333333,-100.0,0.0
66.6666666667,-100.0,0.0
100.0,-100.0,0.0
100.0,-100.0,0.0
87.5,-75.0,0.0
75.0,-50.0,0.0
62.5,-25.0,0.0
50.0,0.0,0.0
37.5,25.0,0.0
25.0,50.0,0.0
12.5,75.0,0.0
0.0,100.0,0.0
32.8269251004,-100.0,5.7882725889
65.6538502008,-100.0,11.5765451778
98.4807753012,-100.0,17.3648177667
98.4807753012,-100.0,17.3648177667
86.1706783886,-75.0,15.1942155459
73.8605814759,-50.0,13.023613325
61.5504845633,-25.0,10.8530111042
49.2403876506,0.0,8.68240888335
36.930290738,25.0,6.51180666251
24.6201938253,50.0,4.34120444167
12.3100969127,75.0,2.17060222084
0.0,100.0,0.0
31.3230873595,-100.0,11.4006714442
62.6461747191,-100.0,22.8013428884
93.9692620786,-100.0,34.2020143326
93.9692620786,-100.0,34.2020143326
82.2231043188,-75.0,29.926762541
70.4769465589,-50.0,25.6515107494
58.7307887991,-25.0,21.3762589579
46.9846310393,0.0,17.1010071663
35.2384732795,25.0,12.8257553747
23.4923155196,50.0,8.55050358314
11.7461577598,75.0,4.27525179157
0.0,100.0,0.0
28.8675134595,-100.0,16.6666666667
57.735026919,-100.0,33.3333333333
86.6025403784,-100.0,50.0
86.6025403784,-100.0,50.0
75.7772228311,-75.0,43.75
64.9519052838,-50.0,37.5
54.1265877365,-25.0,31.25
43.3012701892,0.0,25.0
32.4759526419,25.0,18.75
21.6506350946,50.0,12.5
10.8253175473,75.0,6.25
0.0,100.0,0.0
25.5348147706,-100.0,21.4262536562
51.0696295413,-100.0,42.8525073124
76.6044443119,-100.0,64.2787609687
76.6044443119,-100.0,64.2787609687
67.0288887729,-75.0,56.2439158476
57.4533332339,-50.0,48.2090707265
47.8777776949,-25.0,40.1742256054
38.3022221559,0.0,32.1393804843
28.726666617,25.0,24.1045353632
19.151111078,50.0,16.0696902422
9.57555553899,75.0,8.03484512108
0.0,100.0,0.0
21.4262536562,-100.0,25.5348147706
42.8525073124,-100.0,51.0696295413
64.2787609687,-100.0,76.6044443119
64.2787609687,-100.0,76.6044443119
56.2439158476,-75.0,67.0288887729
48.2090707265,-50.0,57.4533332339
40.1742256054,-25.0,47.8777776949
32.1393804843,0.0,38.3022221559
24.1045353632,25.0,28.726666617
16.0696902422,50.0,19.151111078
8.03484512108,75.0,9.57555553899
0.0,100.0,0.0
16.6666666667,-100.0,28.8675134595
33.3333333333,-100.0,57.735026919
50.0,-100.0,86.6025403784
